Difficulty,num_tested,success_percentage,mean_solve_time,median_solve_time,IQR_solve_time,95% Confidence Interval
easy,25,100.0,0.030910921096801724,0.0250589847564697,0.0138218402862549,"[0.0252, 0.0366]"
hard,25,64.0,0.1782841086387634,0.08126604557037351,0.15609490871429443,"[0.0519, 0.305]"
medium,25,100.0,0.06510967254638668,0.0543150901794433,0.0563335418701172,"[0.0447, 0.0855]"
