Difficulty,num_tested,success_percentage,mean_solve_time,median_solve_time,IQR_solve_time,95% Confidence Interval
easy,25,100.0,0.03500129699707026,0.0331430435180664,0.020773887634277403,"[0.0276, 0.0424]"
hard,25,80.0,0.7268543004989624,0.2017738819122314,0.48816502094268804,"[0.157, 1.3]"
medium,25,100.0,0.04331699371337885,0.037626028060913,0.0315139293670655,"[0.0342, 0.0524]"
